Model,Episode,Reward,Stopping_Time
Rainbow,0,1.0,3
Rainbow,1,1.0,2
Rainbow,2,1.0,3
Rainbow,3,1.0,2
Rainbow,4,0.6590419665495552,4
Rainbow,5,0.0,3
Rainbow,6,1.0,8
Rainbow,7,1.0,7
Rainbow,8,1.0,6
Rainbow,9,1.0,5
Rainbow,10,1.0,4
Rainbow,11,1.0,3
Rainbow,12,1.0,2
Rainbow,13,1.0,1
Rainbow,14,0.5,0
Rainbow,15,0.1126726568585497,8
Rainbow,16,0.0,8
Rainbow,17,0.0,8
Rainbow,18,0.08492097505227134,8
Rainbow,19,0.0030812672075895176,8
Rainbow,20,0.044172930046972085,8
Rainbow,21,0.8202474936071762,8
Rainbow,22,1.0,8
Rainbow,23,0.832456499043973,8
Rainbow,24,0.832456499043973,7
Rainbow,25,0.832456499043973,6
Rainbow,26,0.831969776462206,5
Rainbow,27,0.831969776462206,4
Rainbow,28,1.0,4
Rainbow,29,1.0,3
Rainbow,30,1.0,2
Rainbow,31,0.5,0
Rainbow,32,0.5,0
Rainbow,33,1.0,1
Rainbow,34,1.0,2
Rainbow,35,1.0,1
Rainbow,36,1.0,3
Rainbow,37,0.5677191368350621,8
Rainbow,38,0.35521913683506295,8
Rainbow,39,0.3227249916359978,8
Rainbow,40,0.3770472561801417,8
Rainbow,41,0.7982508083314528,8
Rainbow,42,0.7394681930972271,8
Rainbow,43,1.0,8
Rainbow,44,1.0,5
Rainbow,45,1.0,7
Rainbow,46,0.0,1
Rainbow,47,0.5,0
Rainbow,48,1.0,5
Rainbow,49,1.0,4
Rainbow,50,1.0,4
Rainbow,51,0.7134752639229799,6
Rainbow,52,0.6595235187613823,5
Rainbow,53,0.0,4
Rainbow,54,0.07097328446908448,8
Rainbow,55,0.0,8
Rainbow,56,0.0,3
Rainbow,57,0.0,2
Rainbow,58,0.0,1
Rainbow,59,0.5,0
Rainbow,60,1.0,5
Rainbow,61,1.0,4
Rainbow,62,0.0,8
Rainbow,63,0.0,7
Rainbow,64,0.0,7
Rainbow,65,0.10475343292958701,8
Rainbow,66,0.26876478939895876,8
Rainbow,67,0.7227709446308037,8
Rainbow,68,0.7389737855634263,8
Rainbow,69,0.8181461555704997,8
Rainbow,70,0.0,8
Rainbow,71,0.2579573365633712,8
Rainbow,72,0.2579573365633712,7
Rainbow,73,1.0,7
Rainbow,74,1.0,6
Rainbow,75,1.0,5
Rainbow,76,0.979937150930193,6
Rainbow,77,0.979937150930193,5
Rainbow,78,0.979937150930193,4
Rainbow,79,0.9768067201237386,3
Rainbow,80,1.0,3
Rainbow,81,1.0,2
Rainbow,82,0.5,0
Rainbow,83,0.5,0
Rainbow,84,0.5,0
Rainbow,85,0.5,0
Rainbow,86,0.5,0
Rainbow,87,0.785124141065425,8
Rainbow,88,0.7455476864824838,8
Rainbow,89,0.893120396817991,8
Rainbow,90,0.893120396817991,7
Rainbow,91,0.8926945936496844,8
Rainbow,92,0.37690461812287446,8
Rainbow,93,0.7653699710682901,8
Rainbow,94,0.6866746397858652,7
Rainbow,95,0.6492071953051479,6
Rainbow,96,0.8130705018503451,6
Rainbow,97,0.8130705018503451,5
Rainbow,98,0.8130705018503451,4
Rainbow,99,0.20298698125213224,8
Rainbow,100,0.2495723724799018,8
Rainbow,101,0.0,4
Rainbow,102,0.0,7
Rainbow,103,0.0,6
Rainbow,104,0.0,5
Rainbow,105,0.0,4
Rainbow,106,0.0,3
Rainbow,107,0.0,2
Rainbow,108,0.0,1
Rainbow,109,0.5,0
Rainbow,110,0.0,8
Rainbow,111,0.0,8
Rainbow,112,0.0,8
Rainbow,113,0.078926241256961,8
Rainbow,114,0.42141852750083675,8
Rainbow,115,0.33784809404245686,8
Rainbow,116,0.5122810394610222,8
Rainbow,117,0.3413808222874306,8
Rainbow,118,0.43748735113256204,8
Rainbow,119,0.8286136841285923,5
Rainbow,120,0.9910173581380879,7
Rainbow,121,0.9886415832228785,6
Rainbow,122,0.9130222223523314,7
Rainbow,123,1.0,7
Rainbow,124,1.0,6
Rainbow,125,1.0,5
Rainbow,126,1.0,4
Rainbow,127,1.0,3
Rainbow,128,1.0,2
Rainbow,129,1.0,1
Rainbow,130,0.5,0
Rainbow,131,1.0,1
Rainbow,132,0.5,0
Rainbow,133,0.0,1
Rainbow,134,0.07188374958002151,8
Rainbow,135,0.5461921827752255,8
Rainbow,136,0.9869134281554471,8
Rainbow,137,0.9869134281554471,7
Rainbow,138,0.9869134281554471,6
Rainbow,139,0.9869134281554471,5
Rainbow,140,1.0,8
Rainbow,141,1.0,3
Rainbow,142,1.0,6
Rainbow,143,1.0,5
Rainbow,144,1.0,8
Rainbow,145,0.7250850213054465,8
Rainbow,146,0.7031271073072743,8
Rainbow,147,0.7031271073072743,7
Rainbow,148,0.6044342990359151,6
Rainbow,149,0.6044342990359151,5
Rainbow,150,1.0,7
Rainbow,151,1.0,6
Rainbow,152,1.0,5
Rainbow,153,0.0,1
Rainbow,154,0.5,0
Rainbow,155,1.0,3
Rainbow,156,1.0,2
Rainbow,157,1.0,1
Rainbow,158,1.0,3
Rainbow,159,1.0,2
Rainbow,160,1.0,3
Rainbow,161,0.8338213797896058,4
Rainbow,162,1.0,8
Rainbow,163,0.3711873350923483,6
Rainbow,164,0.8141200229027711,8
Rainbow,165,0.5,0
Rainbow,166,0.3796714690270962,8
Rainbow,167,0.8535151111867662,8
Rainbow,168,0.45161498367133973,8
Rainbow,169,0.5,0
Rainbow,170,0.6588917646325109,8
Rainbow,171,1.0,8
Rainbow,172,0.7665772484744854,8
Rainbow,173,0.5175014002299333,8
Rainbow,174,0.0,8
Rainbow,175,0.0,8
Rainbow,176,0.6298242509653237,8
Rainbow,177,0.41861890708241406,8
Rainbow,178,0.6597445603746281,8
Rainbow,179,0.6191345892553576,8
Rainbow,180,0.6810301861442787,8
Rainbow,181,0.17970038570545854,8
Rainbow,182,0.30500689681597054,8
Rainbow,183,0.5,0
Rainbow,184,0.5,0
Rainbow,185,0.5,0
Rainbow,186,0.0,1
Rainbow,187,0.5,0
Rainbow,188,0.14698670091051216,2
Rainbow,189,1.0,1
Rainbow,190,0.5,0
Rainbow,191,1.0,6
Rainbow,192,1.0,5
Rainbow,193,1.0,6
Rainbow,194,1.0,7
Rainbow,195,0.7957523618433029,8
Rainbow,196,0.5238073807380742,8
Rainbow,197,0.7273317956795682,8
Rainbow,198,0.7273317956795682,7
Rainbow,199,0.4273993478877233,6
Martingale,0,0.8394200702543729,7
Martingale,1,0.8132574762147327,7
Martingale,2,0.8375789157729412,7
Martingale,3,0.820794490127962,6
Martingale,4,1.0,6
Martingale,5,1.0,5
Martingale,6,0.3869421454132031,6
Martingale,7,0.1740757990841174,6
Martingale,8,0.1740757990841174,5
Martingale,9,0.12462402153617082,4
Martingale,10,0.0,3
Martingale,11,0.5101283600030937,4
Martingale,12,0.5101283600030937,3
Martingale,13,0.7238950744749859,4
Martingale,14,1.0,4
Martingale,15,0.5,0
Martingale,16,0.8126349932085882,4
Martingale,17,0.6549761154658322,3
Martingale,18,0.0,6
Martingale,19,0.0030812672075895176,8
Martingale,20,0.044172930046972085,8
Martingale,21,0.8202474936071762,8
Martingale,22,1.0,8
Martingale,23,0.832456499043973,8
Martingale,24,1.0,8
Martingale,25,0.6943232021258926,8
Martingale,26,0.831969776462206,5
Martingale,27,1.0,2
Martingale,28,1.0,1
Martingale,29,0.3589770482633256,2
Martingale,30,0.5,0
Martingale,31,0.24746442956909528,3
Martingale,32,0.24746442956909528,2
Martingale,33,1.0,1
Martingale,34,1.0,1
Martingale,35,0.5,0
Martingale,36,0.5,0
Martingale,37,0.0,7
Martingale,38,0.5677191368350621,7
Martingale,39,0.5677191368350621,6
Martingale,40,0.3770472561801417,8
Martingale,41,0.39252011429430905,7
Martingale,42,0.39252011429430905,6
Martingale,43,0.6152497550698709,5
Martingale,44,1.0,1
Martingale,45,0.5,0
Martingale,46,1.0,8
Martingale,47,0.8469955751397725,8
Martingale,48,0.7990902601925123,8
Martingale,49,0.7381006836950572,8
Martingale,50,0.7381006836950572,7
Martingale,51,0.7134752639229799,6
Martingale,52,0.6775548346332937,6
Martingale,53,1.0,1
Martingale,54,0.5,0
Martingale,55,0.0,4
Martingale,56,0.0,3
Martingale,57,1.0,1
Martingale,58,0.5,0
Martingale,59,0.5,0
Martingale,60,0.0,4
Martingale,61,1.0,4
Martingale,62,1.0,3
Martingale,63,1.0,2
Martingale,64,0.0,7
Martingale,65,0.0,6
Martingale,66,0.26876478939895876,8
Martingale,67,0.7227709446308037,8
Martingale,68,0.7389737855634263,8
Martingale,69,0.8181461555704997,8
Martingale,70,1.0,6
Martingale,71,0.8181461555704997,6
Martingale,72,0.8181461555704997,5
Martingale,73,0.7152655401107054,4
Martingale,74,1.0,6
Martingale,75,1.0,5
Martingale,76,0.0,2
Martingale,77,0.5,0
Martingale,78,0.5,0
Martingale,79,0.5,0
Martingale,80,0.5,0
Martingale,81,0.5,0
Martingale,82,1.0,1
Martingale,83,0.7033577379449637,7
Martingale,84,0.7033577379449637,6
Martingale,85,0.7845227231246584,5
Martingale,86,0.7845227231246584,4
Martingale,87,1.0,3
Martingale,88,1.0,2
Martingale,89,1.0,1
Martingale,90,0.5,0
Martingale,91,0.9495921058684612,5
Martingale,92,0.9495921058684612,4
Martingale,93,0.5,0
Martingale,94,1.0,4
Martingale,95,1.0,3
Martingale,96,1.0,2
Martingale,97,0.8130705018503451,5
Martingale,98,0.8130705018503451,4
Martingale,99,0.9822224139312176,3
Martingale,100,1.0,2
Martingale,101,0.5,0
Martingale,102,0.0,1
Martingale,103,0.5,0
Martingale,104,0.0,5
Martingale,105,0.10666762688766687,3
Martingale,106,0.0,1
Martingale,107,0.5,0
Martingale,108,0.5,0
Martingale,109,0.5,0
Martingale,110,0.5,0
Martingale,111,0.0,5
Martingale,112,0.0,5
Martingale,113,0.0,4
Martingale,114,0.0,3
Martingale,115,0.0,3
Martingale,116,0.0,3
Martingale,117,0.6499544672670249,5
Martingale,118,0.5,0
Martingale,119,0.0,1
Martingale,120,0.5,0
Martingale,121,0.5,0
Martingale,122,0.5,0
Martingale,123,0.5,0
Martingale,124,0.5,0
Martingale,125,1.0,2
Martingale,126,0.5,0
Martingale,127,0.5,0
Martingale,128,0.5,0
Martingale,129,0.5934187914717289,2
Martingale,130,1.0,3
Martingale,131,0.723155350526341,7
Martingale,132,1.0,1
Martingale,133,0.5,0
Martingale,134,0.07188374958002151,8
Martingale,135,0.602862224965681,3
Martingale,136,0.5461921827752255,7
Martingale,137,1.0,1
Martingale,138,0.9869134281554471,6
Martingale,139,0.9869134281554471,5
Martingale,140,1.0,6
Martingale,141,1.0,3
Martingale,142,0.4808539229117792,5
Martingale,143,0.5337316901116217,6
Martingale,144,0.789666146912446,7
Martingale,145,1.0,7
Martingale,146,1.0,6
Martingale,147,0.7031271073072743,7
Martingale,148,0.633691930352851,5
Martingale,149,0.036649748658296205,7
Martingale,150,0.633691930352851,3
Martingale,151,0.15725076541444435,2
Martingale,152,0.0,1
Martingale,153,0.5,0
Martingale,154,0.0,2
Martingale,155,0.0,1
Martingale,156,0.5,0
Martingale,157,1.0,6
Martingale,158,0.9843213372819711,6
Martingale,159,0.9471882953397945,6
Martingale,160,0.7726073122645377,6
Martingale,161,0.4417052071601446,5
Martingale,162,0.4417052071601446,4
Martingale,163,0.0,3
Martingale,164,1.0,6
Martingale,165,1.0,5
Martingale,166,0.0,1
Martingale,167,0.5,0
Martingale,168,0.5,0
Martingale,169,1.0,1
Martingale,170,0.5,0
Martingale,171,0.8625827679395163,7
Martingale,172,0.8625827679395163,6
Martingale,173,1.0,6
Martingale,174,0.7665772484744854,6
Martingale,175,0.0,8
Martingale,176,0.6298242509653237,8
Martingale,177,0.41861890708241406,8
Martingale,178,0.6597445603746281,8
Martingale,179,0.6191345892553576,8
Martingale,180,0.0,1
Martingale,181,0.5,0
Martingale,182,0.30500689681597054,8
Martingale,183,1.0,1
Martingale,184,0.5,0
Martingale,185,0.12914396139904388,5
Martingale,186,0.0,1
Martingale,187,0.5,0
Martingale,188,0.0,1
Martingale,189,0.5,0
Martingale,190,0.5,0
Martingale,191,1.0,2
Martingale,192,1.0,1
Martingale,193,0.5,0
Martingale,194,0.5,0
Martingale,195,0.5,0
Martingale,196,0.5680608685868584,6
Martingale,197,0.555046129612961,6
Martingale,198,0.5238073807380742,6
Martingale,199,0.0,5
